case_id,fen,source,source_kind,category,game_index,ply,played_move
validation_0388,2k1r3/pp3pp1/1qprpn1p/3p4/1P1P2PP/P1NQPP2/2P2K2/RR6 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0054,8/1p6/2k5/8/4P1K1/8/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0298,8/bp3k2/p3p1p1/2pqP2p/5P1P/1PP3P1/P1Q4K/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_nn_vs_stockfish_2000_g1_p72,2k5/R7/p2b4/q4pB1/2pp4/5B2/b4PPP/R5K1 b - - 0 36,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,late_11_16+capture_available,1,72,c4c3
suite_0023,1r4r1/3k4/p3pBp1/2ppP1P1/7Q/4Pp2/PP1Kb3/8 w - - 0 1,training/data/test_fens_60.txt,fen_suite,middle_17_23+quiet,,,
validation_0328,rn1q3r/pp1bkppp/3bpn2/1BppN3/3P1B2/2P1P3/PP3PPP/RN1QK2R w KQ -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
pgn_nn_vs_material_g18_p49,1k1r4/p1p2ppp/8/1p3b2/7P/2K5/PP2P2P/RN4R1 w - - 2 25,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+capture_available,18,49,g1g7
validation_0157,8/5kp1/1bp4p/5p2/5P2/2NP1bP1/4K2P/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+in_check,,,
validation_0176,r5k1/5ppp/2N1p3/p7/P7/1Pn2P2/6PP/R3K3 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
suite_0001,2rqr1k1/pb1n1ppp/3b1n2/1Npp4/8/1P1BPN2/PBQ2PPP/3R1RK1 b - - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_available,,,
validation_0382,r2qk2r/ppp3pp/2npp3/4p3/PP2P1n1/2PP1N2/5KPP/RNBQ3R w kq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+in_check,,,
pgn_v1_1_vs_v1_g3_p30,rnb2k2/p4p1p/2pP4/7N/8/2PB1P2/p1P2KPP/R2Q4 b - - 0 15,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+quiet,3,30,b8d7
pgn_v1_1_vs_v1_g2_p135,8/8/8/8/6b1/4Kpk1/8/8 b - - 1 68,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,2,135,f3f2
pgn_nn_vs_material_g20_p39,2k4r/ppp2ppp/8/5b2/7P/7B/PPnrP2P/RN1K3R w - - 0 20,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+in_check,20,39,d1d2
pgn_nn_vs_material_g5_p47,3q3r/PQr1kpbp/7p/2Pp4/8/5N1P/P4PP1/6K1 w - - 0 24,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+capture_available,5,47,a7a8q
validation_0381,r1b1kb1r/3n1ppp/p1p1p3/2Pp4/4PB2/1Nq2N2/P1P2PPP/1R1Q1RK1 b kq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
suite_0040,1k1r4/1pp5/1n6/p1qp4/5Q2/PP3P2/2PR2r1/1NK1R3 b - - 0 1,training/data/test_fens_60.txt,fen_suite,middle_17_23+capture_available,,,
pgn_nn_vs_stockfish_2000_g10_p3,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+quiet,10,3,f1c4
suite_0057,3k4/Q4R2/8/4p2p/2p2b2/8/7q/5K2 b - - 0 1,training/data/test_fens_60.txt,fen_suite,endgame_2_10+quiet,,,
validation_0309,r5k1/1b1rbpp1/pq2pn1p/1pP5/7B/1BN1P3/PP2QPPP/2RR2K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0146,8/1p3p2/p2kb1pp/P2p4/BP1K4/4PP2/6PP/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+quiet,,,
pgn_nn_vs_material_g5_p35,1r1q3r/pp1knpbp/3p3p/1P1p4/2PP4/1Q3N1P/P4PP1/R3R1K1 w - - 0 18,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,5,35,c4c5
validation_0366,r3kbnr/pp1npppp/1q6/2ppP3/3P4/1QP5/PP1B1PPP/RN2K1NR b KQkq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0043,8/8/8/6kP/6p1/4N1K1/8/1r6 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
pgn_nn_vs_stockfish_2000_g6_p6,rnbqkb1r/ppp1pppp/5n2/3p4/8/2N1PN2/PPPP1PPP/R1BQKB1R b KQkq - 0 3,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+quiet,6,6,c7c5
validation_0004,8/8/6p1/1p1K2P1/8/1kb1B3/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_nn_vs_material_g20_p16,r3kb1r/ppp1qppp/2n2n2/3p1bN1/4p3/8/PPPPPPPP/RNBQKB1R b KQkq - 1 8,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+quiet,20,16,e8c8
validation_0377,r1bqrnk1/1pp2pb1/p2p2n1/8/2PNNP1p/1P5P/PBQ1B1P1/3RR1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
pgn_nn_vs_material_g19_p12,rnbqkb1r/pppppppp/7n/8/3PP3/2N2N1P/PPP1QPP1/R1B1KB1R b KQq - 2 6,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+quiet,19,12,b8c6
validation_0170,5bk1/5p2/2q3p1/8/7Q/4B2P/1PK2P2/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+in_check,,,
validation_0042,8/2k5/7Q/8/3R4/8/PPP2PPP/6K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0337,r2qkb1r/pp4pp/2n2p1n/2pppb2/8/1P1PP1P1/PBPN1PBP/R2QK1NR w KQkq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0192,4r1k1/1p1r2q1/p1pn1R2/7Q/1P3R2/7P/P5PK/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
pgn_nn_vs_stockfish_2000_g6_p53,6k1/p4p1p/5p2/2bp4/P5b1/1P2P3/1B4PP/3R1K1R w - - 1 27,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,middle_17_23+capture_available,6,53,d1d5
suite_0034,3r1r2/ppp3pp/3nkp2/2n1p3/4P3/4NP2/PPP2NPP/2KR3R w - - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_available,,,
pgn_v1_1_vs_v1_g13_p13,1rr5/1k6/p1b1pBp1/2QpP1P1/P7/1P2Pp2/3K4/8 w - - 1 7,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+capture_available,13,13,c5e7
validation_0293,2b2rk1/5p1p/p2p1ppb/8/1r1NP1P1/q1PQ3P/B4P2/R3K2R b K -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,
validation_0136,5R2/2r2ppk/3p4/3P1N2/4P1b1/8/6P1/R5K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0130,4r1k1/p5p1/1p1RR2p/1P5P/P4PK1/r5P1/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
pgn_v1_1_vs_v1_g21_p21,5k2/R7/3K2p1/p7/P6r/8/8/8 w - - 0 11,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+capture_available,21,21,a7a5
pgn_nn_vs_material_g9_p85,1r4r1/p3k1b1/1p3n2/8/P1p5/2P4n/1PK2P2/8 w - - 3 43,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,late_11_16+quiet,9,85,f2f3
validation_0286,2r1nrk1/1p3ppp/p3p3/2bNq3/8/4B3/PP2QPPP/2RR2K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0365,r3kbnr/pppq1ppp/2n1p3/3pP3/3Pb2N/2P5/PP1B1PPP/RN1QKB1R b KQkq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0110,r1qr2k1/4Rppp/1p6/8/8/1P4P1/4QPP1/4R1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0188,4k3/3b4/3B3p/1p1p2p1/p1P1p1P1/P3P1P1/3KB3/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0391,r1b1kb1r/ppp1pppp/n3qn2/8/3P4/P1N5/1PP1NPPP/R1BQKB1R b KQkq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0209,1r3r1k/5p2/3pb2p/1ppB2pP/4P1P1/2P5/P1PK4/5R1R w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_nn_vs_material_g1_p19,rnbqkb1r/pppppppp/7n/3P2B1/4P3/2N2N1P/PPP1QPP1/2KR1B1R w q - 5 10,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,1,19,e4e5
pgn_v1_1_vs_v1_g7_p39,6r1/3k1pBp/1p2p3/p3R3/2rPP2P/R1n3P1/5PK1/8 w - - 7 20,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+capture_rich,7,39,g7f6
pgn_nn_vs_material_g10_p3,rnbqkbnr/ppp1pppp/8/3p4/8/7N/PPPPPPPP/RNBQKB1R w KQkq - 0 2,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+quiet,10,3,h3g1
validation_0099,8/4b3/2k3K1/P4P2/8/1N6/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
suite_0029,6k1/p1q2rp1/1p4pn/8/2r5/P6Q/1B3PPP/3RR1K1 w - - 0 1,training/data/test_fens_60.txt,fen_suite,middle_17_23+capture_available,,,
validation_0393,rn1qk2r/4ppbp/p1ppN1p1/3nP3/1p3P2/4BQ1P/PPP3P1/2KR1BNR b kq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0200,4rrk1/p4p2/4p1p1/7p/4qP2/7Q/P5PP/R6K w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
pgn_nn_vs_stockfish_2000_g5_p46,1k1r3r/pp2np2/1P1pqb2/3p2p1/P2P4/B1PB3p/Q4PP1/1R4K1 b - - 0 23,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_available,5,46,h3g2
validation_0171,1n1Nr3/pbkR3p/5N1B/6p1/8/4n3/PP3K2/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+in_check,,,
validation_0109,r1r5/pR3pkp/2N3p1/3P4/8/8/b4PPP/3R2K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
pgn_nn_vs_material_g4_p66,1k1r4/5R2/1pb5/8/4r1nP/N1P3KP/PP2P3/R7 b - - 0 33,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,late_11_16+capture_available,4,66,g4e3
validation_0373,r1bqk2r/ppp2ppp/3P1n2/4pnN1/2B5/1QP5/PP1P1KPP/RNB4R b kq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
pgn_nn_vs_material_g7_p74,1r3k1r/p4nb1/1p3n2/5QP1/2p5/P1P4P/KP3P2/6q1 b - - 2 37,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+capture_rich,7,74,f7g5
validation_0304,2rq1rk1/p3bppp/1p2pn2/2p5/1nPPb3/N3PNP1/PB3PBP/R2QR1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0065,8/8/1Pb3Kp/8/3k1P1P/8/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_v1_1_vs_v1_g24_p8,8/2r3k1/P7/8/2PR4/5K1p/8/8 b - - 3 4,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+capture_available,24,8,c7a7
pgn_v1_1_vs_v1_g5_p52,7k/1pp5/3r3p/2p5/1pP5/1P2PR2/P1B1K1P1/5R2 b - - 8 26,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+quiet,5,52,d6d7
pgn_nn_vs_material_g4_p58,3rr3/1k3p1R/1pb5/8/6nP/N1P5/PP2P2P/R4K2 b - - 3 29,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+capture_available,4,58,g4e3
validation_0287,3r2k1/pp2rppp/2p2p2/8/2P5/1PK2PbP/PB1P2P1/R6R b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0050,6n1/6k1/8/5K1P/5P1P/8/8/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_nn_vs_material_g11_p6,rnbqkbr1/pppppppp/7n/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQq - 2 3,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+quiet,11,6,g8h8
validation_0251,8/p2Rb1kp/1p4p1/2p2pq1/8/2P2Q1P/PP3PP1/5K2 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0023,8/1p4k1/3p4/1P6/2P1Kp2/3r2b1/3r4/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_v1_1_vs_v1_g18_p25,8/5k2/7p/8/2R5/2n1rN2/5KP1/8 b - - 22 13,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+capture_available,18,25,e3e2
validation_0319,r1bq1rk1/pppnppbp/3p1np1/6B1/3PP3/2PB4/PP1N1PPP/R2QK1NR b KQ -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0278,4r3/p2nr3/1p2p1k1/3pRppp/3P4/2P2P1P/PP1N2P1/4R1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0045,8/8/6pp/5p2/1P6/4n1kP/8/1rN3K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
validation_0247,r3r1k1/6bp/pq2b1p1/RN1Qp1B1/1PP5/8/5PPP/5BK1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,
validation_0056,8/p7/1p3k2/8/4K2P/1P6/b1P5/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
validation_0133,1B1k4/ppR2B1P/4p3/3bq3/5P2/8/PP4PK/3q4 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_rich,,,
validation_0187,8/1p1r3p/5n1k/2p2pR1/2B2Pp1/1P4P1/7P/6K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+quiet,,,
validation_0127,5Q2/k7/1p6/8/1P6/pq6/1P5p/KR3Q2 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0019,8/p7/6K1/5p1P/1p6/8/k4PP1/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_nn_vs_stockfish_2000_g7_p43,r6r/pp1k1p2/1q1p1bpp/2pP4/5P2/2N2R2/PPPQ3P/2K1R3 w - - 0 22,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,middle_17_23+quiet,7,43,c3a4
suite_0005,brnkqnrb/p1pppp1p/1p4p1/8/4P3/4N1P1/PPPP1P1P/BRNKQ1RB b - - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_available,,,
pgn_nn_vs_stockfish_2000_g1_p132,8/8/p7/3k1p2/8/1K1p4/4q3/8 b - - 3 66,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,endgame_2_10+quiet,1,132,e2f2
validation_0084,8/r4K2/1R3Bp1/7p/6kP/8/8/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+in_check,,,
validation_0332,r1q2rk1/pp2bpp1/2n1pnp1/2pp4/3P1BP1/1QP1P2P/PP1NBP2/2KR3R b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0185,8/5p1p/3RBkp1/p7/8/2P4P/5PPK/r7 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0021,8/8/2n5/2kN4/4P3/5P1P/1Q4P1/6K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_v1_1_vs_v1_g9_p4,8/p3b3/2p1k3/1p4pp/1P2P3/2PN1K1P/1P6/8 b - - 3 2,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+capture_available,9,4,e7f8
pgn_nn_vs_material_g12_p33,2krr3/ppp2ppp/7q/2b2b2/3np3/2N3P1/PPPP3P/R1BQKBNR w - - 2 17,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,12,33,h2h3
pgn_nn_vs_stockfish_full_g6_p55,8/3b2pk/p4p1p/3B4/P1Q1PP2/q1B5/2KR2PP/7R w - - 4 28,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,middle_17_23+capture_available,6,55,h1a1
suite_0053,8/7P/5k2/R7/8/2r3K1/8/8 w - - 0 1,training/data/test_fens_60.txt,fen_suite,endgame_2_10+in_check,,,
validation_0016,8/Q7/5K2/4N3/8/8/3k4/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0351,r2qr1k1/1p3pbp/2p5/2P2n2/pP1pnPp1/7P/PB1PN1P1/RNK1Q2R b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0067,8/3P1R2/7k/7P/7P/8/5b1K/q7 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
pgn_nn_vs_stockfish_2000_g2_p6,rnbqkbnr/pp2pppp/8/2pp4/8/P1P2N2/1P1PPPPP/RNBQKB1R b KQkq - 0 3,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+quiet,2,6,g8f6
validation_0258,1k1r3r/1pq2pQp/p7/P2np3/2P1b3/B7/5PPP/R1R3K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,
validation_0353,r2q1rk1/pp4p1/4pnB1/n2p3p/3P1BPP/P1P2P2/2PQ4/2KR3R b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
suite_0032,4R1k1/1p3p1p/6p1/8/2Pn4/1PN2RP1/r2r1P1P/6K1 b - - 0 1,training/data/test_fens_60.txt,fen_suite,middle_17_23+in_check,,,
pgn_nn_vs_stockfish_full_g1_p48,rr4k1/2pn1qp1/b1Q2p2/p2p4/8/1NB1PP2/PP4PP/2R3K1 b - - 2 24,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,middle_17_23+capture_available,1,48,a5a4
validation_0075,8/2b5/1p6/p2k4/RP6/PK1N1r2/8/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
pgn_v1_1_vs_v1_g2_p131,8/8/8/5p2/6b1/6k1/3K4/8 b - - 3 66,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,2,131,f5f4
validation_0282,8/5kpp/1ppqnp2/p7/3PQ3/P6P/1PN2PP1/6K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_v1_1_vs_v1_g12_p5,8/1b4k1/p2p4/Pp1P2p1/1P1r4/1R4KP/8/3B4 w - - 1 3,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+quiet,12,5,d1c2
validation_0090,q7/P7/8/1k6/3K4/8/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
validation_0329,rnbq1bnr/pppp1ppp/6k1/3N4/4P1N1/8/PPPP1PPP/R1BQKB1R w KQ -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
suite_0033,2r3k1/4ppbp/3p2p1/rNnP4/2P1PP2/5KPP/2R2B2/1R6 w - - 0 1,training/data/test_fens_60.txt,fen_suite,middle_17_23+capture_available,,,
validation_0140,4Q3/8/4pk2/p6B/1p6/5P1K/2P3P1/4q3 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+quiet,,,
validation_0182,6k1/6Np/6pP/5p2/1P1P4/2P1rP2/6P1/6K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
pgn_nn_vs_stockfish_2000_g2_p13,rnbqkb1r/pp3pp1/4pn1p/3p4/2Pp4/P3PN2/1P3PPP/RNBQKB1R w KQkq - 0 7,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_rich,2,13,e3d4
validation_0038,8/6r1/4k2p/1P2p3/7P/2NK4/8/4R3 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0001,8/1p6/p7/4p1kP/8/4K3/P7/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_nn_vs_stockfish_full_g4_p8,r1bqkb1r/ppppnppp/2n5/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 5 4,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,high_material_24_32+quiet,4,8,a7a6
suite_0025,r3r1k1/5ppp/p1p5/1pN5/PPnP4/3Q2P1/4qPP1/1RR3K1 w - - 0 1,training/data/test_fens_60.txt,fen_suite,middle_17_23+capture_rich,,,
validation_0020,8/8/8/8/8/3K4/k7/q7 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0380,1r6/3r1nbk/Rp3qp1/2pPpb2/2N4p/1Q3BBP/1P3PP1/4R1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
pgn_v1_1_vs_v1_g19_p62,2k5/8/1P1K4/8/8/8/8/8 b - - 0 31,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,19,62,c8b8
validation_0009,8/5p2/6k1/4pq2/Q7/3p1PKp/5P2/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0392,2kr1b1r/1pp1qppp/p1p2n2/8/4P1b1/2NP1N2/PPP2PPP/R1BQ1RK1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0086,8/8/3K1k2/2P1R3/5P2/4P3/r7/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0178,8/1q2kr2/4p1Q1/1p1pP3/p2P4/1P6/P4P2/1K5R b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
pgn_v1_1_vs_v1_g10_p17,8/p3b3/2p5/1p2P1k1/1P4p1/2PN4/1P2K3/8 w - - 1 9,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+quiet,10,17,e2f2
pgn_nn_vs_material_g1_p68,1r3b1r/pp1kpQ1p/7p/1B3P2/6P1/P6P/1PP5/1K6 b - - 1 34,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+in_check,1,68,d7d8
pgn_nn_vs_stockfish_2000_g1_p32,r1b2b1r/ppq2kp1/5p2/PBppp2p/2P5/B7/P2N1PPP/1R1QR1K1 b - - 0 16,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_available,1,32,d5d4
validation_0152,8/2R5/2r5/2k1p3/1pP1P3/8/2Pn2B1/6K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0175,8/4kp2/2Q4p/6p1/1PP5/3PPB2/5PPP/6K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0283,r5k1/ppp3p1/5r1p/4NPRP/3Pp3/P1P5/6PK/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0116,7k/p4p1p/1b6/3p4/4p3/2P3Pq/P2NRP2/2R2K2 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+in_check,,,
validation_0246,r3r3/ppp1kppp/8/8/4PBP1/8/PbP3PP/1R2K2R b K -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+quiet,,,
pgn_nn_vs_material_g18_p13,r3kb1r/ppp1qppp/2n2n2/3ppb2/8/8/PPPPPPPP/RNBQKBNR w KQkq - 8 7,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+quiet,18,13,g1f3
validation_0198,5rk1/p2rp3/6p1/7p/4p3/P6K/2b5/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+quiet,,,
pgn_nn_vs_material_g20_p41,2kr4/ppp2ppp/8/5b2/7P/7B/PPnKP2P/RN5R w - - 1 21,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+in_check,20,41,d2c3
validation_0261,r5k1/pp3pp1/2pPr2p/3p4/3P2n1/3BN3/PPQB1Pq1/3KR3 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,
validation_0008,8/8/1p2p1k1/1P2Ppp1/3K4/6PP/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
